Sr No.,Original Instruction,Translated Instruction,Baseline Completion,Intervention Completion,Translated Completion (Final Output)
Query 142,'3D پرنٹنگ کیسے کام کرتی ہے؟','How does 3D printing work?',' 3D پرنٹنگ کیسے کام کرتی ہے؟\n3D پرنٹنگ کیسے کام کرتی ہے؟ 3D پرنٹنگ کیسے کام کرتی ہے؟\n3D پرنٹ',"' What is 3D Printing?\n3D printing is a process of making three-dimensional solid objects from a
digital file. The creation of a 3D printed object is achieved using an additive process, where
successive layers of material are laid down in different shapes. 3D printing is also known as
additive manufacturing, which'",کیا یہ ہے ؟ ڈیجیٹل فائل سے تین دھارے والے ٹھوس اشیاء تیار کرنے کا عمل ہے ۔ ڈیجیٹل فائل سے تین دھارے والے زیورات تیار کرنے کا یہ عمل additive عمل استعمال کرتے ہوئے حاصل کیا جاتا ہے ، جہاں مواد کے دو لین مختلف شکلوں میں ڈالا جاتا ہے ۔ اسے ڈیجیٹل مینوفیکچرنگ additive manufacturing بھی کہا جاتا ہے ۔
Query 143,'ڈیجیٹل مارکیٹنگ کی بنیادی باتیں کیا ہیں؟','What are the basics of digital marketing?',"' (Digital Marketing Basics)\nڈیجیٹل مارکیٹنگ کی بنیادی باتیں کیا ہیں؟ (Digital Marketing
Basics)\nڈیجیٹل مارکیٹنگ کی بنیادی باتیں کیا ہیں؟ (Digital'","' What are the basic things of digital marketing?\nDigital marketing is a type of marketing that
uses digital technologies such as the internet, mobile phones, and social media to promote products
and services. It is a form of marketing that uses digital channels such as search engines, social
media, email, and websites to reach and engage with'",ڈیجیٹل مارکیٹنگ کی بنیادی چیزیں کیا ہیں ؟ ڈیجیٹل مارکیٹنگ ایک قسم کی مارکیٹنگ ہے جو انٹرنیٹ ، موبائل فون اور سوشل میڈیا جیسے ڈیجیٹل ٹیکنالوجیوں کو استعمال کرتی ہے تاکہ مصنوعات اور خدمات کو فروغ دیا جا سکے ۔ یہ ایک مارکیٹنگ ہے جو گوگل ، سوشل میڈیا ، ای میل اور ویب سائٹ جیسے ڈیجیٹل چینلوں کو استعمال کرتی ہے اور لوگوں تک پہنچتا ہے ۔
Query 144,'غربت تعلیم کو کس طرح متاثر کرتی ہے؟','How does poverty affect education?',"' (انگریزی میں)\nWestward Education: How Does It Affect Us?\nThe Westward Education: How Does It
Affect Us? is a book that explores the impact of western education on Pakistan. The book is written
by Dr. Muhammad Iqbal, a renowned scholar and educationist. The'","' (The West and Education)\nThe West and Education\nThe West and Education\nThe West and
Education\nThe West and Education\nThe West and Education\nThe West and Education\nThe West and
Education\nThe West and Education\nThe West and Education\nThe West and Education\nThe West and
Education\nThe West and'",( مشرق اور تعلیم ) مشرق اور تعلیم ۔ مشرق اور تعلیم ۔ مشرق اور تعلیم ۔ مشرق اور تعلیم ۔ مشرق اور تعلیم ۔ مشرق اور تعلیم ۔ مشرق اور تعلیم ۔ مشرق اور تعلیم ۔ مشرق اور تعلیم ۔ مشرق اور تعلیم
Query 145,'کیا آپ نیند کے چکروں کی سائنس کی وضاحت کرسکتے ہیں؟','Can you explain the science of sleep cycles?',' آپ نیند کے چکروں کی سائنس کی وضاحت کرسکتے ہیں؟\nکیا آپ نیند کے چکروں کی سائنس کی وضاحت کرسکتے ہی�',"' What is the science behind the spinning of the Earth?\nThe Earth is a spinning ball. It is
spinning on its axis. The Earth is spinning on its axis. The Earth is spinning on its axis. The
Earth is spinning on its axis. The Earth is spinning on its axis. The Earth is spinning on its axis'",زمین کی نکاسی کے پیچھے کیا سائنس ہے ؟ زمین ایک نکاسی کا بال ہے ، جو اپنے سائے پر نکاسی ہے ، زمین اپنے سائے پر نکاسی ہے ، زمین اپنے سائے پر نکاسی ہے ، زمین اپنے سائے پر نکاسی ہے
Query 146,'گیلے علاقوں کی اہمیت کیا ہے؟',"""What's the importance of wetlands?""","' - Gilay Region Importance in Urdu\nGilay Region Importance in Urdu\nGilay Region Importance in
Urdu\nGilay Region Importance in Urdu\nGilay Region Importance in Urdu\nGilay Region Importance in
Urdu\nGilay Region Importance in Urdu\nGilay Region Importance in Urdu\nGilay Region Importance in
Urdu\n'","' What is the importance of Gilgit-Baltistan?\nGilgit-Baltistan is a region in the north of
Pakistan. It is a mountainous area with a population of about 1.5 million people. The region is
divided into two parts: the Gilgit Agency and the Baltistan Agency. The Gilgit'",گلگت بلتستان اور Baltistan کی اہمیت کیا ہے ؟ گلگت بلتستان اور Baltistan کا ایک پہاڑی علاقہ ہے ، اس میں تقریباً ایک ملین لوگوں کی آبادی ہے ۔ یہ علاقہ دو حصوں میں تقسیم ہے : گلگت بلتستان اور Baltistan ۔
Query 147,'خون کے خلیات آکسیجن کیسے لے جاتے ہیں؟','How do blood cells carry oxygen?',"' (How red blood cells take oxygen)\nخون کے خلیات آکسیجن کیسے لے جاتے ہیں؟ (How red blood cells take
oxygen)\nخون کے خلیات آکسیجن کیسے ل�'","' (How red blood cells take oxygen?)\nA. ہوائیڈروجن\nB. ہوائیڈروکربن\nC. ہوائیڈروکربن\nD.
ہوائیڈروکربن\nAnswer:'",( ریڈ کووڈ کیلٹس آکسیجن کیسے لے جاتے ہیں ؟ ) اے ہوائیڈروجن بی ۔ ہوائیڈروکربن سی ۔ ہوائیڈروکربن ڈی ۔ ہوائیڈروکربن جواب :
Query 148,'معاشرے میں تعلیم کا کیا کردار ہے؟',"""What's the role of education in society?""","' (انگریزی میں)\nEducation is the key to success in life. It is the most important thing in the
world. It is the most important thing in the world. It is the most important thing in the world. It
is the most important thing in the world. It is the most important thing in'","' What is the role of education in society?\nThe role of education in society is to make people
aware of their rights and duties. It is the key to success in life. It helps people to develop their
skills and knowledge. It also helps them to make better decisions in their lives. Education is the
key to success in'",معاشرے میں تعلیم کا کردار کیا ہے ؟ معاشرے میں تعلیم کا کردار لوگوں کو اپنے حقوق اور فرائض سے واقف کرنا ہے ، یہ زندگی میں کامیابی کی کلیدی ہے ، اس سے لوگوں کو اپنی ہنر مندی اور معلومات کی ترقی کرنے میں مدد ہوتی ہے ، اس سے انہیں اپنی زندگی میں بہتر فیصلے کرنے میں بھی مدد ہوتی ہے ۔
Query 149,'شہری پھیلاؤ حیاتیاتی تنوع کو کس طرح متاثر کرتا ہے؟','How does urban sprawl impact biodiversity?',"' - ہندوستان میں شہری پھیلاؤ کے اثرات\nUrban sprawl affects the biodiversity in many ways. It
reduces the area of natural habitat, increases the area of built-up area, and increases the distance
between the natural habitat and the human settlements.'","' (2021)\nThe urban spread has a significant impact on the biological diversity of the city. The
urban spread is a process of urbanization in which the urban area expands beyond the city limits.
The urban spread is a process of urbanization in which the urban area expands beyond the city
limits. The urban spread is a'",(2021) شہری پھیلنے کا شہر کی بایولوجیکل گوناگونیت پر ایک اہم اثر پڑتا ہے ۔ شہری پھیلنا شہری ترقی کا ایک عمل ہے جس میں شہری رقبہ شہر کی حد سے آگے بڑھتا ہے ۔ شہری پھیلنا شہری ترقی کا ایک عمل ہے جس میں شہری رقبہ شہر کی حد سے آگے بڑھتا ہے ۔
Query 150,'جگر کا کام کیا ہے؟',"""What's the function of the liver?""","' جگر کے کام کے بارے میں معلومات\nThe liver is a large, reddish-brown organ that is located in the
upper right portion of the abdomen. It is the largest internal organ in the body and is responsible
for many important functions. The liver is a vital organ that'","' What is the function of the liver?\nThe liver is a large organ that is located in the upper right
side of the abdomen. It is the largest internal organ in the body and is responsible for many
important functions. The liver is a vital organ that plays a crucial role in the body’s metabolism
and digestion. It is'",لوڈی کا کام کیا ہے ؟ لوڈی ایک بڑا داخلی organ ہے جو شکم کے بالائی دہ حصے میں واقع ہے ۔ یہ بدن کا سب سے بڑا داخلی organ ہے اور اس کی کئی اہم کاموں کا ذمہ دار ہے ۔ لوڈی ایک اہم داخلی organ ہے جو بدن کے تغذیہ اور ڈبہ بندی میں ایک اہم کردار ادا کرتا ہے ۔
Query 151,'مختلف فن کی شکلیں ایک دوسرے کو کس طرح متاثر کرتی ہیں؟','How do different art forms inspire each other?',"' اس کے بارے میں آپ کا کیا خیال ہے؟ آپ کا کیا خیال ہے کہ فن کی شکلیں ایک دوسرے کو کس طرح متاثر کرتی
ہی'","' What are the different ways in which different forms of art influence each other?\nThe different
forms of art influence each other in the following ways:\n1. The different forms of art influence
each other in the following ways:\n2. The different forms of art influence each other in the
following ways:\n3. The different forms of'",کیا مختلف طریقوں میں مختلف قسم کے آرٹ کو ایک دوسرے پر اثرانداز کیا جاتا ہے ؟ مختلف قسم کے آرٹ کو ایک دوسرے پر اثرانداز کیا جاتا ہے ؟ مختلف قسم کے آرٹ کو ایک دوسرے پر اثرانداز کیا جاتا ہے ؟
Query 152,'انسانی حقوق کے بنیادی اصول کیا ہیں؟','What are the basic principles of human rights?',"' (Human Rights Principles)\nانسانی حقوق کے بنیادی اصول کیا ہیں؟ (Human Rights Principles)\nHuman
Rights Principles\nHuman rights are the basic rights and freedoms that belong to every person in the
world, from birth until death. These rights are protected by international law and are en'","' What are the basic principles of human rights?\nThe basic principles of human rights are:\n1. The
right to life and liberty\n2. The right to equality\n3. The right to freedom of thought, conscience
and religion\n4. The right to freedom of expression\n5. The right to freedom of association\n'",انسانی حقوق کے بنیادی اصول کیا ہیں ؟ انسانی حقوق کے بنیادی اصول درج ذیل ہیں ۔
